Start Time,Url,Status Code,File Size,Operation,Time Delay,End Time,Elapsed Time
"20/09/2023, 10:28:29.951073",https://www.studiesinaustralia.com/courses-in-australia/national-college-of-vocational-education,200,63 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:32.232935",2.281862258911133
"20/09/2023, 10:28:31.180652",https://www.studiesinaustralia.com/courses-in-australia/national-theatre,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:33.499441",2.318788528442383
"20/09/2023, 10:28:31.944119",https://www.studiesinaustralia.com/courses-in-australia/national-training-centre-of-australia,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:33.562149",1.6180295944213867
"20/09/2023, 10:28:32.195971",https://www.studiesinaustralia.com/courses-in-australia/navitas-college-of-public-safety,404,43 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:33.566114",1.3701434135437012
"20/09/2023, 10:28:31.885967",https://www.studiesinaustralia.com/courses-in-australia/national-training-solutions-provider-pty-ltd-ta-it-futures,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:33.577245",1.6912786960601807
"20/09/2023, 10:28:30.973342",https://www.studiesinaustralia.com/courses-in-australia/national-institute-of-education-and-technology,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:34.084138",3.11185884475708
"20/09/2023, 10:28:32.239096",https://www.studiesinaustralia.com/courses-in-australia/navitas-english,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:34.091481",1.8523850440979004
"20/09/2023, 10:28:33.509557",https://www.studiesinaustralia.com/courses-in-australia/new-england-institute-of-technology-pty-ltd,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:35.774530",2.2649734020233154
"20/09/2023, 10:28:33.578216",https://www.studiesinaustralia.com/courses-in-australia/niche-education-group-pty-ltd,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:35.917696",2.33948016166687
"20/09/2023, 10:28:34.102482",https://www.studiesinaustralia.com/courses-in-australia/northern-college-of-the-arts-and-technology,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:36.087222",1.9847400188446045
"20/09/2023, 10:28:33.585619",https://www.studiesinaustralia.com/courses-in-australia/north-metropolitan-tafe,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:36.086195",2.5016026496887207
